id|breed|animal_name|species|animal_birth|outpatient|hospitalization|operation|patella|skin_disease|dental|urinary|liability|insurance_choice
1488|22|ÀÌ÷À÷À|1|3|1|2|3|5|3|2|1|2|49
1489|22|ÀÌ÷À÷À|1|3|2|1|2|3|5|1|2|3|17
1490|23|ÀÌ÷À÷À|1|3|4|3|1|2|3|4|3|2|26
1491|23|ÀÌ÷À÷À|1|3|1|2|3|1|5|2|5|3|19
1492|23|ÀÌ÷À÷À|1|3|2|3|2|4|2|3|4|2|14
1493|23|ÀÌ÷À÷À|1|3|2|5|3|5|3|5|4|2|3
1494|23|ÀÌ÷À÷À|1|3|2|1|3|2|2|2|2|4|46
1495|23|ÀÌ÷À÷À|1|3|4|3|4|2|3|4|2|4|52
1496|24|ÀÌ÷À÷À|1|3|1|4|1|2|2|3|4|2|25
1497|24|ÀÌ÷À÷À|1|3|2|3|3|3|3|5|3|5|8
1498|24|ÀÌ÷À÷À|1|3|2|3|3|4|5|5|1|1|1
1499|24|ÀÌ÷À÷À|1|3|5|3|2|1|2|3|2|1|46
1500|24|ÀÌ÷À÷À|1|3|1|2|3|1|4|3|2|3|14
1501|24|ÀÌ÷À÷À|1|3|5|2|1|2|5|2|3|2|59
1502|25|ÀÌ÷À÷À|1|3|1|2|3|5|2|3|4|2|53
1503|25|ÀÌ÷À÷À|1|3|1|2|3|5|4|3|2|1|7
1504|25|ÀÌ÷À÷À|1|3|2|3|5|1|2|3|3|4|50
1505|25|ÀÌ÷À÷À|1|3|2|3|2|2|5|3|2|1|49
1506|25|ÀÌ÷À÷À|1|3|3|5|2|1|2|1|2|3|46
1507|25|ÀÌ÷À÷À|1|3|2|2|2|2|2|3|5|1|44
1508|26|ÀÌ÷À÷À|1|3|4|2|2|2|3|4|3|2|56
1509|26|ÀÌ÷À÷À|1|3|4|4|4|4|2|4|5|5|53
1510|26|ÀÌ÷À÷À|1|3|5|5|2|3|5|2|3|5|47
1511|26|ÀÌ÷À÷À|1|3|1|5|3|2|4|2|4|3|19
1512|26|ÀÌ÷À÷À|1|3|3|2|2|5|4|2|1|2|52
1513|26|ÀÌ÷À÷À|1|3|1|5|2|3|5|2|5|1|14
1514|27|ÀÌ÷À÷À|1|3|2|5|3|2|3|5|2|3|46
1515|27|ÀÌ÷À÷À|1|3|1|2|5|3|5|5|2|1|2
1516|27|ÀÌ÷À÷À|1|3|1|5|2|3|4|4|3|2|8
1517|27|ÀÌ÷À÷À|1|3|1|2|5|3|2|1|4|5|45
1518|27|ÀÌ÷À÷À|1|3|2|3|3|5|2|3|2|1|17
1519|27|ÀÌ÷À÷À|1|3|5|2|1|2|2|5|3|2|26
1520|28|ÀÌ÷À÷À|1|3|3|2|1|5|3|2|3|5|61
1521|28|ÀÌ÷À÷À|1|3|4|3|2|3|5|1|2|3|49
1522|28|ÀÌ÷À÷À|1|3|2|1|5|2|3|5|3|2|19
1523|28|ÀÌ÷À÷À|1|3|4|2|5|3|2|1|3|5|50
1524|28|ÀÌ÷À÷À|1|3|4|5|1|2|3|5|2|1|27
1525|28|ÀÌ÷À÷À|1|3|1|2|5|3|2|1|2|3|14
1526|29|ÀÌ÷À÷À|1|3|5|1|2|3|3|5|2|1|2
1527|29|ÀÌ÷À÷À|1|3|4|4|2|1|4|2|1|4|46
1528|29|ÀÌ÷À÷À|1|3|4|4|2|1|4|4|4|4|59
1529|29|ÀÌ÷À÷À|1|3|3|2|1|5|4|3|2|3|57
1530|29|ÀÌ÷À÷À|1|3|5|2|2|3|4|2|5|3|56
1531|29|ÀÌ÷À÷À|1|3|2|4|3|3|2|1|2|3|17
1532|30|ÀÌ÷À÷À|1|3|4|2|3|5|1|2|5|3|50
1533|30|ÀÌ÷À÷À|1|3|2|3|4|4|2|4|3|2|20
1534|30|ÀÌ÷À÷À|1|3|2|3|4|3|2|3|4|3|46
1535|30|ÀÌ÷À÷À|1|3|2|4|2|4|3|1|4|3|52
1536|30|ÀÌ÷À÷À|1|3|2|5|1|4|3|2|1|2|10
1537|30|ÀÌ÷À÷À|1|3|2|3|2|3|1|2|3|4|47
1538|92|ÀÌ÷À÷À|2|3|2|3|4|2|3|4|2|3|21
1539|92|ÀÌ÷À÷À|2|3|1|2|3|4|4|5|2|2|5
1540|92|ÀÌ÷À÷À|2|3|3|3|2|3|2|5|1|3|22
1541|92|ÀÌ÷À÷À|2|3|3|3|5|3|2|1|5|3|21
1542|92|ÀÌ÷À÷À|2|3|4|2|5|3|4|5|2|2|6
1543|92|ÀÌ÷À÷À|2|3|3|2|3|2|1|2|2|4|27
1544|93|ÀÌ÷À÷À|2|3|1|3|4|3|2|1|4|3|21
1545|93|ÀÌ÷À÷À|2|3|5|4|3|2|1|4|3|3|22
1546|93|ÀÌ÷À÷À|2|3|1|4|3|2|1|4|3|2|27
1547|93|ÀÌ÷À÷À|2|3|3|3|4|1|2|3|2|1|21
1548|93|ÀÌ÷À÷À|2|3|1|4|2|2|3|3|2|5|22
1549|93|ÀÌ÷À÷À|2|3|3|5|3|5|4|5|4|3|6
1550|94|ÀÌ÷À÷À|2|3|2|5|4|3|5|3|5|4|5
1551|94|ÀÌ÷À÷À|2|3|4|5|3|4|4|5|2|3|6
1552|94|ÀÌ÷À÷À|2|3|3|5|4|3|2|5|4|3|27
1553|94|ÀÌ÷À÷À|2|3|4|4|3|5|4|3|2|5|6
1554|94|ÀÌ÷À÷À|2|3|1|2|3|4|3|5|2|5|5
1555|94|ÀÌ÷À÷À|2|3|2|5|4|3|2|1|2|3|27
1556|95|ÀÌ÷À÷À|2|3|1|2|3|4|5|3|2|1|5
1557|95|ÀÌ÷À÷À|2|3|2|3|5|1|2|3|5|3|21
1558|95|ÀÌ÷À÷À|2|3|1|2|5|3|2|5|2|5|22
1559|95|ÀÌ÷À÷À|2|3|4|5|2|3|2|5|2|3|27
1560|95|ÀÌ÷À÷À|2|3|2|3|5|2|2|2|5|2|21
1561|95|ÀÌ÷À÷À|2|3|2|3|5|1|5|5|3|5|22
1562|95|ÀÌ÷À÷À|2|3|5|4|3|5|4|3|2|3|6
1563|95|ÀÌ÷À÷À|2|3|5|4|3|5|3|5|4|3|6
1564|95|ÀÌ÷À÷À|2|3|5|4|3|2|5|1|2|3|27
1565|95|ÀÌ÷À÷À|2|3|1|5|2|3|3|5|5|3|5
1566|95|ÀÌ÷À÷À|2|3|5|5|2|2|3|4|2|5|21
1567|95|ÀÌ÷À÷À|2|3|4|3|3|2|3|3|3|2|22
1568|95|ÀÌ÷À÷À|2|3|2|2|4|3|2|3|4|3|28
1569|95|ÀÌ÷À÷À|2|3|2|5|2|3|5|5|3|5|5
1570|95|ÀÌ÷À÷À|2|3|3|5|3|3|4|3|5|3|6
1571|95|ÀÌ÷À÷À|2|3|1|2|3|4|2|5|4|4|28
1572|95|ÀÌ÷À÷À|2|3|3|3|2|4|5|4|3|5|6
1573|95|ÀÌ÷À÷À|2|3|5|4|3|5|2|3|2|3|21
1574|95|ÀÌ÷À÷À|2|3|2|4|3|2|5|4|4|3|22
1575|95|ÀÌ÷À÷À|2|3|1|2|3|5|2|3|3|5|28
1576|95|ÀÌ÷À÷À|2|3|3|5|2|1|2|3|3|3|27
1577|95|ÀÌ÷À÷À|2|3|5|2|2|3|5|2|3|3|21
1578|95|ÀÌ÷À÷À|2|3|3|2|5|2|3|2|5|3|22
1579|95|ÀÌ÷À÷À|2|3|2|1|2|3|4|3|3|2|5
1580|95|ÀÌ÷À÷À|2|3|3|2|4|2|4|2|2|1|27
1581|95|ÀÌ÷À÷À|2|3|5|1|1|2|3|5|2|4|21
1582|95|ÀÌ÷À÷À|2|3|3|3|4|1|2|3|4|3|22
1583|95|ÀÌ÷À÷À|2|3|2|2|5|5|4|5|2|5|5
1584|95|ÀÌ÷À÷À|2|3|3|4|4|4|5|3|4|5|6
1585|95|ÀÌ÷À÷À|2|3|2|5|4|3|5|5|4|2|5
1586|95|ÀÌ÷À÷À|2|3|5|2|3|4|4|3|2|5|6
1587|95|ÀÌ÷À÷À|2|3|4|3|3|4|5|2|3|4|27
1588|95|ÀÌ÷À÷À|2|3|3|4|4|4|5|4|2|3|6
1589|95|ÀÌ÷À÷À|2|3|3|5|2|3|5|2|3|2|21
1590|95|ÀÌ÷À÷À|2|3|3|3|3|3|2|1|3|5|22
1591|95|ÀÌ÷À÷À|2|3|2|1|3|3|2|5|2|3|27
